0	\N	0	25859066	Summary	<section><paragraph><template name="Infobox settlement">\n<param name="official_name">&amp;#39;Malakeng</param>\n<param name="other_name"/>\n<param name="native_name"/>\n<param name="nickname"/>\n<param name="settlement_type">Community Council</param>\n<param name="motto"/>\n<param name="image_skyline"/>\n<param name="imagesize"/>\n<param name="image_caption"/>\n<param name="image_flag"/>\n<param name="flag_size"/>\n<param name="image_seal"/>\n<param name="seal_size"/>\n<param name="image_map"/>\n<param name="mapsize"/>\n<param name="map_caption"/>\n<param name="pushpin_map">Lesotho</param>\n<param name="pushpin_label_position">bottom</param>\n<param name="pushpin_mapsize">300</param>\n<param name="pushpin_map_caption">Geographic Center of Community</param>\n<param name="subdivision_type">Country</param>\n<param name="subdivision_name"><template name="flag">\n<param name="1">Lesotho</param>\n</template></param>\n<param name="subdivision_type1"><link><target>Districts of Lesotho</target><part>District</part></link></param>\n<param name="subdivision_name1"><link><target>Mafeteng District</target></link></param>\n<param name="subdivision_type2"/>\n<param name="subdivision_name2"/>\n<param name="subdivision_type3"/>\n<param name="subdivision_name3"/>\n<param name="government_footnotes"/>\n<param name="government_type"/>\n<param name="leader_title"/>\n<param name="leader_name"/>\n<param name="established_title"/>\n<param name="established_date"/>\n<param name="area_magnitude"/>\n<param name="unit_pref">Imperial</param>\n<param name="area_footnotes"/>\n<param name="area_total_km2"/>\n<param name="area_land_km2"/>\n<param name="population_as_of">2006</param>\n<param name="population_footnotes"/>\n<param name="population_note"/>\n<param name="population_total">8382</param>\n<param name="population_density_km2"/>\n<param name="timezone"><link><target>Central Africa Time</target><part>CAT</part></link></param>\n<param name="utc_offset">+2</param>\n<param name="timezone_DST"/>\n<param name="utc_offset_DST"/>\n<param name="latd">29</param>\n<param name="latm">52</param>\n<param name="lats">29</param>\n<param name="latNS">S</param>\n<param name="longd">27</param>\n<param name="longm">33</param>\n<param name="longs">48</param>\n<param name="longEW">E</param>\n<param name="elevation_footnotes"><extension extension_name="ref"><link><target>GTOPO30</target></link><space/>via<space/><link><target>GeoNames</target></link>. Retrieved 2010-12-28.</extension></param>\n<param name="elevation_m">2014</param>\n<param name="elevation_ft"/>\n<param name="postal_code_type"/>\n<param name="postal_code"/>\n<param name="area_code"/>\n<param name="blank_name"/>\n<param name="blank_info"/>\n<param name="website"/>\n<param name="footnotes">Coordinates computed from Lesotho Villages file.<extension extension_name="ref"><link type="external" href="http://bbs.keyhole.com">Google Earth Download Site</link><space/>Retrieved 2010-07-21.</extension></param>\n</template><sentence id="25859066/0"><bold>&amp;#39;<link synthetic="true"><target>'Malakeng</target><part>Malakeng</part></link></bold><space/>is a<space/><link><target>Community councils of Lesotho</target><part>community council</part></link><space/>located in the<space/><link><target>Mafeteng District</target></link><space/>of<space/><link><target>Lesotho</target></link>.</sentence> <sentence id="25859066/1">Its population in 2006 was 8,382.</sentence><extension extension_name="ref"><link type="external" href="http://www.statoids.com/yls.html">Statoids.com</link></extension></paragraph></section>
1	0	2	25859066	Villages	<section><paragraph><sentence id="25859066/2">The community of <link synthetic="true"><target>'Malakeng</target><part>Malakeng</part></link> includes the villages of Ha 'Majane, Ha 'Motsi, Ha Daniel, Ha Hlelesi, Ha Jase, Ha Kanono, Ha Kholoanyane, Ha Khorong, Ha Lemonomono, Ha Letooane, Ha Likhama, Ha Makhaooane, Ha Makhasane, Ha Makoanyane, Ha Maliehe, Ha Motau, Ha Ntele, Ha Phatela, Ha Pitso, Ha Qaba, Ha Rabele, Ha Ralehoabali, Ha Ralipoli, Ha Ramakhakhe, Ha Ramosoeu, Ha Rantanyane, Ha Rantho, Ha Rapokane, Ha Setlakotlako, Ha Shololo, Ha Tebelo, Ha Tlhone, Ha Tohlang, Ha T?oeunyane, Ha Tsoinyane, Khilibiting, Lehlakaneng, Letlapeng (Malealea), Likhohloaneng, Lithabaneng, Lit?oeneng, Makhetheng, Makhomalong (Malealea), Makhoseng, Malere, Metsohlong, Mohlakeng, Ngoana-Khare, Pitseng, Sekhutlong, Sekiring, T?eea-Nku and Tutulung.</sentence><extension extension_name="ref">Lesotho Bureau of Statistics,<space/><link type="external" href="http://www.bos.gov.ls/Downloads.htm">Village List</link><space/>2006.</extension></paragraph></section>
2	0	2	25859066	References	<section><paragraph><template name="reflist">\n</template></paragraph></section>
3	0	2	25859066	External Links	<section><list type="bullet"><listitem><sentence id="25859066/3"><link type="external" href="http://maps.google.com/maps/ms?ie=UTF8&amp;amp;hl=en&amp;amp;msa=0&amp;amp;ll=-29.87475,27.56345&amp;amp;spn=0.191422,0.217667&amp;amp;t=h&amp;amp;z=12&amp;amp;msid=207736745570668083454.0004987ce767721c55be2">Google map of community villages</link></sentence></listitem></list><paragraph><template name="DEFAULTSORT:Malakeng">\n</template><sentence id="25859066/4"><link><target>Category:Populated places in Lesotho</target></link></sentence></paragraph><paragraph><template name="Lesotho-geo-stub">\n</template></paragraph><paragraph><sentence id="25859066/5"><link><target>uk:????????</target></link></sentence></paragraph></section>
4	\N	0	16911810	Summary	<section><paragraph><template name="unreferenced">\n<param name="date">October 2010</param>\n</template></paragraph><paragraph><sentence id="16911810/0"><bold>'t Zand</bold>' is a hamlet in the<space/><link><target>Netherlands</target><part>Dutch</part></link><space/>province of<space/><link><target>North Brabant</target></link>, in the municipality of<space/><link><target>Alphen-Chaam</target></link>.</sentence></paragraph><paragraph><template name="coord">\n<param name="1">51</param>\n<param name="2">29</param>\n<param name="3">42</param>\n<param name="4">N</param>\n<param name="5">4</param>\n<param name="6">57</param>\n<param name="7">25</param>\n<param name="8">E</param>\n<param name="display">title</param>\n<param name="10">region:NL_type:city</param>\n</template></paragraph><paragraph><template name="DEFAULTSORT:'T Zand (Alphen-Chaam)">\n</template><sentence id="16911810/1"><link><target>Category:Populated places in North Brabant</target></link></sentence></paragraph><paragraph><template name="NorthBrabant-geo-stub">\n</template></paragraph></section>
5	\N	0	30557864	Summary	<section><paragraph><sentence id="30557864/0">In two spatial and one time dimensions,<space/><link><target>general relativity</target></link><space/>turns out to have no propagating gravitational degrees of freedom.</sentence> <sentence id="30557864/1">In fact, it can be shown that in a vacuum, spacetime will always be locally flat (or<space/><link><target>de Sitter space</target><part>de Sitter</part></link><space/>or<space/><link><target>anti de Sitter space</target><part>anti de Sitter</part></link><space/>depending upon the<space/><link><target>cosmological constant</target></link>).</sentence> <sentence id="30557864/2">This makes<space/><bold>(2+1)-dimensional topological gravity</bold><space/>a<space/><link><target>topological quantum field theory</target><part>topological theory</part></link><space/>with no gravitational local degrees of freedom.</sentence></paragraph><paragraph><sentence id="30557864/3"><link><target>Edward Witten</target></link><extension extension_name="ref"><template name="cite journal">\n<param name="last">Witten</param>\n<param name="first">Edward</param>\n<param name="authorlink">Edward Witten</param>\n<param name="date">19 Dec 1988</param>\n<param name="title">(2+1)-Dimensional Gravity as an Exactly Soluble System</param>\n<param name="journal"><link><target>Nuclear Physics B</target></link></param>\n<param name="volume">311</param>\n<param name="issue">1</param>\n<param name="pages">46&amp;ndash;78</param>\n<param name="doi">10.1016/0550-3213(88)90143-5</param>\n<param name="bibcode">1988NuPhB.311...46W</param>\n</template><template name="cite journal">\n<param name="last">Witten</param>\n<param name="first">Edward</param>\n<param name="authorlink">Edward Witten</param>\n<param name="date">19 Dec 1988</param>\n<param name="title">(2+1)-Dimensional Gravity as an Exactly Soluble System</param>\n<param name="journal"><link><target>Nuclear Physics B</target></link></param>\n<param name="volume">311</param>\n<param name="issue">1</param>\n<param name="pages">46&amp;ndash;78</param>\n<param name="doi">10.1016/0550-3213(88)90143-5</param>\n<param name="bibcode">1988NuPhB.311...46W</param>\n</template></extension><space/>has argued this is equivalent to a<space/><link><target>Chern-Simons theory</target></link><space/>with the gauge group<space/><extension extension_name="math">SO(2,2)</extension><space/>for a negative cosmological constant, and<space/><extension extension_name="math">SO(3,1)</extension><space/>for a positive one, which can be exactly solved, making this a<space/><link><target>toy model</target></link><space/>for<space/><link><target>quantum gravity</target></link>.</sentence> <sentence id="30557864/4">The<space/><link><target>Killing form</target></link><space/>involves the<space/><link><target>Hodge dual</target></link>.</sentence></paragraph><paragraph><sentence id="30557864/5"><link synthetic="true"><target>Edward Witten</target><part>Witten</part></link> later changed his mind,<extension extension_name="ref"><template name="cite arxiv">\n<param name="last">Witten</param>\n<param name="first">Edward</param>\n<param name="authorlink">Edward Witten</param>\n<param name="date">22 June 2007</param>\n<param name="title">Three-Dimensional Gravity Reconsidered</param>\n<param name="eprint">0706.3359</param>\n</template><template name="cite arxiv">\n<param name="last">Witten</param>\n<param name="first">Edward</param>\n<param name="authorlink">Edward Witten</param>\n<param name="date">22 June 2007</param>\n<param name="title">Three-Dimensional Gravity Reconsidered</param>\n<param name="eprint">0706.3359</param>\n</template></extension><space/>and argued that nonperturbatively 2+1D topological gravity differs from <link synthetic="true"><target>Chern-Simons theory</target><part>Chern-Simons</part></link> because the<space/><link><target>functional measure</target></link><space/>is only over nonsingular<space/><link><target>vielbein</target><trail>s</trail></link>.</sentence> <sentence id="30557864/6">He suggested the<space/><link><target>AdS/CFT correspondence</target><part>CFT dual</part></link><space/>is a Monster conformal field theory, and computed the entropy of<space/><link><target>BTZ black hole</target><trail>s</trail></link>.</sentence></paragraph></section>
6	5	2	30557864	References	<section><paragraph><template name="reflist">\n</template></paragraph><paragraph><template name="quantum gravity">\n</template><template name="theories of gravitation">\n</template></paragraph><paragraph><sentence id="30557864/7"><link><target>Category:Quantum gravity</target></link></sentence></paragraph><paragraph><template name="relativity-stub">\n</template></paragraph></section>
7	\N	0	27362502	Summary	<section><paragraph><template name="DISPLAYTITLE:(6003) 1988 VO&lt;sub&gt;1&lt;/sub&gt;">\n</template></paragraph><paragraph><sentence id="27362502/0"><bold>(6003) 1988 VO<xhtml:sub xmlns:xhtml="">1</xhtml:sub></bold><space/>is a<space/><link><target>asteroid belt</target><part>main-belt</part></link><space/><link><target>minor planet</target></link>.</sentence> <sentence id="27362502/1">It was discovered by<space/><link><target>Seiji Ueda</target></link><space/>and<space/><link><target>Hiroshi Kaneda</target></link><space/>in<space/><link><target>Kushiro, Hokkaid?</target></link>, Japan, on November 2, 1988.</sentence></paragraph></section>
8	7	2	27362502	See also	<section><list type="bullet"><listitem><sentence id="27362502/2"><link><target>List of minor planets: 6001&amp;ndash;7000</target></link></sentence></listitem></list></section>
9	7	2	27362502	External links	<section><list type="bullet"><listitem><sentence id="27362502/3"><link type="external" href="http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=6003">JPL Small-Body Database Browser</link></sentence></listitem></list><paragraph><template name="Minor planets navigator">\n<param name="1">(6002) 1988 RO</param>\n<param name="2">(6004) 1988 XY1</param>\n</template><template name="Small Solar System bodies">\n</template></paragraph><paragraph><template name="DEFAULTSORT:1988 VO1">\n</template><sentence id="27362502/4"><link><target>Category:Astronomical objects discovered in 1988</target></link><link><target>Category:Discoveries by Hiroshi Kaneda</target></link><link><target>Category:Discoveries by Seiji Ueda</target></link><link><target>Category:Main Belt asteroids</target></link></sentence></paragraph><paragraph><template name="Beltasteroid-stub">\n</template></paragraph><paragraph><sentence id="27362502/5"><link><target>hu:(6003) 1988 VO1</target></link></sentence></paragraph></section>
